Feature	Gain	Cover	Frequency
ctrx_quarter_normalizado_lag2	0.000137616721886692	0.00254870649317266	0.00287907869481766
Visa_cconsumos_delta2	0.00013679947973893	0.00211919434801178	0.00383877159309021
Visa_fultimo_cierre_delta2	0.000136695784142881	0.000950482847629541	0.00191938579654511
ctrx_quarter_delta1	0.000135986236090521	0.0017814754666813	0.00287907869481766
mcomisiones_mantenimiento_lag2	0.000135619202308464	0.00069280066352221	0.00191938579654511
cpagomiscuentas_tend6	0.000135302068834656	0.00250891825529539	0.00191938579654511
mttarjeta_visa_debitos_automaticos_lag2	0.00013464842599185	0.00189653083383428	0.00191938579654511
mactivos_margen_lag1	0.000134538127338265	0.000651338893031812	0.00191938579654511
vm_msaldototal_delta2	0.000133075985065403	0.000975041938727285	0.00191938579654511
mpasivos_margen_delta2	0.000131268014382876	0.00136706695335396	0.00287907869481766
foto_mes	0.00013125863210102	0.00094416526201496	0.00191938579654511
mextraccion_autoservicio_lag2	0.000129821659820695	0.00103980765085558	0.00191938579654511
vmr_Master_mlimitecompra_lag2	0.000129753317177642	0.00217023709271237	0.00191938579654511
Visa_mconsumototal_lag2	0.000128943480648198	0.00139263016401958	0.00191938579654511
mrentabilidad_annual_lag1	0.000128076356637534	0.000909732328499725	0.00191938579654511
Visa_mfinanciacion_limite_lag1	0.000127852756879711	0.00144911188971286	0.00191938579654511
Master_mconsumospesos	0.000126129548962791	0.00182716290701987	0.000959692898272553
mpayroll_delta2	0.000125029944324719	0.00268330035358397	0.00191938579654511
cseguro_vivienda	0.000122131031541035	0.00201727621187191	0.000959692898272553
mpasivos_margen_avg6	0.000121013410693301	0.00179791792460535	0.00191938579654511
mcomisiones_delta2	0.000119895338122801	0.000747650694917682	0.00191938579654511
ccomisiones_mantenimiento	0.000119433210675472	0.000893248032260354	0.000959692898272553
mcomisiones_otras_lag1	0.000119349729296778	0.00141923933256842	0.00191938579654511
Master_fechaalta_delta1	0.000117887776747478	0.000396501714366809	0.000959692898272553
ctransferencias_recibidas_lag1	0.000117413702738724	0.00211174712788333	0.00191938579654511
mtarjeta_visa_consumo_delta1	0.000116994750953396	0.00106047577862778	0.000959692898272553
vm_mpagospesos_lag1	0.000116614556981415	0.000527330126398571	0.000959692898272553
cseguro_accidentes_personales_lag2	0.000114864947374548	0.00290169635959798	0.00191938579654511
mtransferencias_emitidas_delta1	0.000114528696993271	0.00376578308607447	0.00191938579654511
cmobile_app_trx_lag2	0.000113713774065478	0.00186791342614968	0.000959692898272553
cextraccion_autoservicio_delta2	0.000111505548402919	0.00323723964853137	0.00191938579654511
Master_mpagado_lag1	0.000109693128251144	0.00074032898973522	0.000959692898272553
mcuenta_corriente_max6	0.000109083453090923	0.00292361963683003	0.00191938579654511
Visa_mpagospesos_lag1	0.000108747527950037	0.000604019758395444	0.00191938579654511
vm_mfinanciacion_limite_lag2	0.000108098149370145	0.000298516379867804	0.000959692898272553
vm_mconsumospesos	0.000106633531656524	0.00258966620387911	0.00191938579654511
vmr_mconsumototal_lag1	0.000106629171026087	0.000508251854608842	0.000959692898272553
mcaja_ahorro_dolares_lag2	0.000106273906127834	0.00125481475332799	0.00191938579654511
ctarjeta_master_transacciones_max6	0.000105910269300979	0.00138505742894515	0.000959692898272553
Visa_msaldopesos_delta1	0.000105770596621646	0.00068062571376166	0.00191938579654511
Visa_msaldodolares	0.000105480409916588	0.00104838450549789	0.000959692898272553
vm_mconsumospesos_lag2	0.000104241689723928	0.000998011173842551	0.00191938579654511
vm_msaldototal_lag2	0.000101817402050773	0.000964331330003227	0.00191938579654511
Visa_mpagospesos_delta2	0.000100324542629804	0.000783380616208097	0.00191938579654511
Master_msaldopesos_delta2	9.93925181035658e-05	0.000705142966544075	0.000959692898272553
mttarjeta_visa_debitos_automaticos_delta2	9.85669224725484e-05	0.00380632441362764	0.00191938579654511
mcuentas_saldo_delta1	9.79173903069159e-05	0.000426081403303955	0.000959692898272553
vm_mpagominimo_delta2	9.69407069622612e-05	0.000829235409807972	0.00191938579654511
mcaja_ahorro_lag1	9.67087217241536e-05	0.000748612976170235	0.00191938579654511
mprestamos_personales_delta2	9.65630622124243e-05	0.00448264078091048	0.00191938579654511
mtransferencias_emitidas_delta2	9.6064516875678e-05	0.00131778141789716	0.00191938579654511
vm_msaldopesos_lag2	9.56839103302369e-05	0.000611634331785204	0.000959692898272553
mtarjeta_visa_consumo_avg6	9.53661685364363e-05	0.000374578437134752	0.000959692898272553
mpayroll_sobre_edad_delta2	9.50391332995908e-05	0.000844088011749538	0.000959692898272553
Visa_msaldototal_lag2	9.37337448495979e-05	0.000341986389493964	0.000959692898272553
vmr_mpagominimo_delta1	9.33551168498731e-05	0.000366503642276379	0.000959692898272553
ctarjeta_visa_transacciones_lag2	9.30429282346126e-05	0.000350395890874963	0.000959692898272553
Master_mconsumototal	9.2587441111948e-05	0.000308013677447341	0.000959692898272553
mcomisiones_otras_lag2	9.09884238294184e-05	0.00110503358445248	0.00191938579654511
ctarjeta_debito_transacciones_max6	9.06202788093564e-05	0.00153475492119	0.00191938579654511
ctarjeta_visa_transacciones_lag1	8.96245553501031e-05	0.000532392562553302	0.000959692898272553
vm_mlimitecompra_lag1	8.91467350538736e-05	0.00184808206468404	0.00191938579654511
Visa_mlimitecompra_lag1	8.90569807516991e-05	0.00131284449668841	0.000959692898272553
vm_Fvencimiento_lag2	8.68692572797591e-05	0.000389891260544929	0.000959692898272553
cproductos_lag1	8.49932827462537e-05	0.000948725638385751	0.000959692898272553
vmr_mpagado_delta1	8.48976530366324e-05	0.00413860431396543	0.00191938579654511
Master_mfinanciacion_limite_lag1	8.4870143120166e-05	0.000366503642276379	0.000959692898272553
numero_de_cliente	8.41103815651061e-05	0.0010934025327912	0.000959692898272553
mcaja_ahorro_lag2	8.3971160608539e-05	0.000628453334547202	0.00191938579654511
mtarjeta_visa_consumo_delta2	8.26388675505865e-05	0.00150797839937986	0.000959692898272553
ccallcenter_transacciones	8.21232772081259e-05	0.00224132039045524	0.000959692898272553
vm_cconsumos_delta1	7.98346990999013e-05	0.00121565409018065	0.000959692898272553
mcomisiones_delta1	7.95341528860704e-05	0.00042926111526891	0.000959692898272553
vmr_mconsumototal	7.93755500113447e-05	0.000584188396929804	0.000959692898272553
vmr_Visa_mlimitecompra_lag1	7.8216125233077e-05	0.000686106533069674	0.00191938579654511
vm_mlimitecompra_delta2	7.79103480696126e-05	0.000890863248286637	0.000959692898272553
Visa_msaldopesos_delta2	7.78956459993127e-05	0.000388677949400407	0.000959692898272553
mcuenta_corriente_lag1	7.78043919775542e-05	0.00253322631650117	0.00191938579654511
mcuenta_corriente	7.75370503985298e-05	0.00173403081709895	0.000959692898272553
ctarjeta_visa_debitos_automaticos_lag1	7.67827878152781e-05	0.000360771793076395	0.000959692898272553
matm_lag2	7.59328262582477e-05	0.00107863360748029	0.000959692898272553
cseguro_accidentes_personales_max6	7.50332294036585e-05	0.00123753552909738	0.000959692898272553
Master_mpagominimo_lag2	7.44646128314069e-05	0.000544693027259838	0.000959692898272553
Visa_Fvencimiento_delta1	7.43128580738181e-05	0.000907514897787322	0.000959692898272553
vm_Fvencimiento_lag1	7.42396172502362e-05	0.0014364767184837	0.00191938579654511
Visa_Fvencimiento_lag1	7.38074525739946e-05	0.000467250305587055	0.000959692898272553
active_quarter_min6	7.35245235480485e-05	0.000798818954564259	0.000959692898272553
vm_fechaalta_delta2	7.34680883171147e-05	0.000427671259286432	0.000959692898272553
matm_delta2	7.23176046381342e-05	0.00048670512221474	0.000959692898272553
mcomisiones_otras_delta1	7.14803635942021e-05	0.000372695712944976	0.000959692898272553
mtransferencias_recibidas_delta1	7.14520797260628e-05	0.000666358848234691	0.000959692898272553
Visa_msaldopesos_lag1	7.07663585438812e-05	0.00177507420443607	0.000959692898272553
vm_msaldototal_delta1	7.07162594776157e-05	0.00129711329012495	0.000959692898272553
mcuenta_debitos_automaticos_lag1	7.06383854841944e-05	0.00253736830971867	0.00191938579654511
mextraccion_autoservicio_delta1	7.05908913525478e-05	0.000499214778497918	0.000959692898272553
mautoservicio_tend6	7.00748319712816e-05	0.0023570870089688	0.00191938579654511
Visa_mconsumosdolares_delta2	7.00315923152221e-05	0.000500553604588425	0.000959692898272553
vmr_mpagado_delta2	6.97716348976838e-05	0.000631172825043545	0.000959692898272553
vm_mlimitecompra	6.86965889206719e-05	0.000413571747020777	0.000959692898272553
vm_fultimo_cierre	6.78917996402693e-05	0.00119268485506538	0.000959692898272553
mrentabilidad_lag2	6.78513252804107e-05	0.000344454850098337	0.000959692898272553
Master_mpagospesos_lag2	6.64631872426057e-05	0.000305126833689684	0.000959692898272553
Master_fultimo_cierre	6.64145276662222e-05	0.000297637775245909	0.000959692898272553
mpayroll_lag1	6.56348831571689e-05	0.0013653515824255	0.00191938579654511
mrentabilidad_annual_delta2	6.56077327367373e-05	0.000512979584240946	0.000959692898272553
mcaja_ahorro_dolares_avg6	6.55570133045395e-05	0.000302407343193341	0.000959692898272553
mrentabilidad_lag1	6.50856195175317e-05	0.000322991794334891	0.000959692898272553
cpayroll_trx_max6	6.46112202683855e-05	0.0013647658460109	0.000959692898272553
mactivos_margen_max6	6.46031073275031e-05	0.00046586964118122	0.000959692898272553
cliente_edad_tend6	6.45895232710499e-05	0.00115800089165818	0.00191938579654511
ccuenta_debitos_automaticos_tend6	6.4344733951132e-05	0.00224132039045524	0.000959692898272553
matm	6.40606605608447e-05	0.00180632742598635	0.000959692898272553
mcomisiones_lag2	6.39806333555708e-05	0.000473358699624995	0.000959692898272553
Master_mlimitecompra_lag1	6.34921524020571e-05	0.000450305787879072	0.000959692898272553
cproductos	6.34147391658574e-05	0.0020456007513492	0.000959692898272553
ctrx_quarter_lag2	6.33883796367024e-05	0.000753005999279712	0.00191938579654511
cpayroll_trx_avg6	6.3212508647565e-05	0.00125954248296009	0.00191938579654511
ctransferencias_recibidas	6.30628712228069e-05	0.0009063015866428	0.000959692898272553
ctarjeta_debito_transacciones_delta2	6.30156571592754e-05	0.00263526996758702	0.00191938579654511
cliente_antiguedad_lag1	6.28078948016382e-05	0.000420935290518568	0.000959692898272553
mprestamos_personales_delta1	6.21336443662349e-05	0.00448264078091048	0.00191938579654511
vm_mpagado	6.11554567847685e-05	0.00183377336084175	0.000959692898272553
vm_Fvencimiento	6.09676364815199e-05	0.000319017154378698	0.000959692898272553
mprestamos_personales_avg6	6.01794886678271e-05	0.001868080779411	0.000959692898272553
thomebanking	5.89029562681441e-05	0.000320272303838548	0.000959692898272553
vmr_mconsumototal_lag2	5.84331224304224e-05	0.000379431681712841	0.000959692898272553
ctransferencias_recibidas_lag2	5.83821259415947e-05	0.00123088323696017	0.000959692898272553
mpasivos_margen_delta1	5.82298893463884e-05	0.000948641961755094	0.000959692898272553
Visa_fultimo_cierre_lag1	5.82051168698857e-05	0.00130430948036143	0.000959692898272553
mpasivos_margen_lag1	5.74719286594234e-05	0.000707736942094433	0.000959692898272553
Master_cadelantosefectivo	5.71632634817399e-05	0.000552558630541569	0.000959692898272553
vmr_mconsumospesos_lag2	5.67136487550369e-05	0.000498336173876022	0.000959692898272553
mcaja_ahorro_dolares_min6	5.57455285682883e-05	0.000401898857044167	0.000959692898272553
cliente_edad_lag1	5.52587551268312e-05	0.000589250833084535	0.00191938579654511
vm_mconsumospesos_lag1	5.49475091064097e-05	0.000648870432427439	0.000959692898272553
ctarjeta_debito_transacciones_delta1	5.47671934240516e-05	0.00119059293929896	0.000959692898272553
mrentabilidad	5.4332616548238e-05	0.000887725374637011	0.00191938579654511
mcomisiones_lag1	5.40840320042122e-05	0.000810408167910213	0.000959692898272553
cproductos_min6	5.36623759052568e-05	0.00207898772698123	0.000959692898272553
ctransferencias_recibidas_delta1	5.29110163936497e-05	0.000570172561294806	0.000959692898272553
cproductos_avg6	5.28898403832378e-05	0.000920944997007724	0.00191938579654511
