fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	coverage	leaf_size_log	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221030 011308	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1236	1	1	1	0.1	50	0.5	FALSE	318601	0.0103650805852916	0.200657960312987	0.893623727872212	5.87691144023926	0.0359001998128537	13604	18872000	93
20221030 011746	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1286	1	1	1	0.1	50	0.5	FALSE	318601	0.0100070320219279	0.506294834258789	0.568993680487859	8.95235300416875	0.00124556394983487	15122	16396000	94
20221030 011835	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	290	1	1	1	0.1	50	0.5	FALSE	318601	0.05314027487035	0.757954576303575	0.206056924436831	8.33061387071281	0.0027642560485122	12725	16470000	95
20221030 011921	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	714	1	1	1	0.1	50	0.5	FALSE	318601	0.0809446355949852	0.703531727604015	0.0707209749099152	5.2596586203848	0.0202583223586259	15054	16212000	96
20221030 012122	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	914	1	1	1	0.1	50	0.5	FALSE	318601	0.0101958391055846	0.384153174883421	0.976763156360988	4.90194647925773	0.0287432690320504	15178	17484000	97
20221030 012353	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1041	1	1	1	0.1	50	0.5	FALSE	318601	0.0100070330418819	0.684400029974533	0.161706106549742	9.0711226246548	0.00434829606818594	12829	18502000	98
20221030 012739	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	528	1	1	1	0.1	50	0.5	FALSE	318601	0.0109763110466283	0.710169850378838	0.976520630059384	9.00255482435343	0.0124388606330853	14107	17386000	99
20221030 012813	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	126	1	1	1	0.1	50	0.5	FALSE	318601	0.0473864124497846	0.653196168471666	0.0939554452794613	9.03852622469631	0.0189132352579597	14213	16934000	100
20221030 013324	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1983	1	1	1	0.1	50	0.5	FALSE	318601	0.0101350109999365	0.206312118145643	0.296786273556837	10.8149963958346	0.000257507736721611	15237	17686000	101
20221030 013415	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	386	1	1	1	0.1	50	0.5	FALSE	318601	0.0748072840173132	0.200123536161774	0.0593278699870125	10.4309251274701	0.00145309079863094	14697	17806000	102
20221030 013527	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	408	1	1	1	0.1	50	0.5	FALSE	318601	0.062951331695744	0.200400669738194	0.198084670221328	11.7848388753978	3.9786377450541e-05	15899	16762000	103
20221030 013556	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	61	1	1	1	0.1	50	0.5	FALSE	318601	0.11188593628151	0.266316333787525	0.0532265337729548	10.9263523126226	0.0264860639996061	14839	16562000	104
20221030 013655	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	247	1	1	1	0.1	50	0.5	FALSE	318601	0.124462334210948	0.200185984557936	0.943159342975104	10.867184565068	2.66450894956402e-05	16578	15244000	105
20221030 013823	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1065	1	1	1	0.1	50	0.5	FALSE	318601	0.0102135514848159	0.674984835561904	0.0503666807010844	8.3056218324986	0.0204102657259605	13767	17506000	106
20221030 014139	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1556	1	1	1	0.1	50	0.5	FALSE	318601	0.0101134264994931	0.277147501339402	0.0505616215302335	11.4625236358326	0.00307879870205475	15206	17428000	107
20221030 014242	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	493	1	1	1	0.1	50	0.5	FALSE	318601	0.0449453449003355	0.53793054277389	0.0518191427727196	7.74258952077295	0.018921230514556	13274	17852000	108
20221030 014309	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	56	1	1	1	0.1	50	0.5	FALSE	318601	0.228671524830131	0.327987202993526	0.0782908190638398	10.197800814012	0.00668719494341824	16743	14194000	109
20221030 014338	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	50	1	1	1	0.1	50	0.5	FALSE	318601	0.174382839711614	0.342466530105239	0.994138119020872	7.01398113742076	0.0315120534448091	12611	17498000	110
20221030 014406	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	27	1	1	1	0.1	50	0.5	FALSE	318601	0.197777677769112	0.405986936194968	0.43873682414596	7.38929347072681	0.0447463700427632	14584	16352000	111
20221030 014430	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	54	1	1	1	0.1	50	0.5	FALSE	318601	0.158002758847128	0.219194969012809	0.528782842092141	7.04591545778543	0.0351763985784015	14994	16652000	112
20221030 014455	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	20	1	1	1	0.1	50	0.5	FALSE	318601	0.283844704077565	0.356084070043932	0.998795733640543	6.91288264204821	0.0371479320726518	15389	14822000	113
20221030 014525	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	69	1	1	1	0.1	50	0.5	FALSE	318601	0.104017036884075	0.363806138515145	0.481038695131889	6.98043368711689	0.0252621950937577	14497	16766000	114
20221030 014843	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1472	1	1	1	0.1	50	0.5	FALSE	318601	0.0102614342821632	0.259046050014779	0.13867090027033	10.3656368189136	0.00297322936483458	16504	16752000	115
20221030 015032	1223	53571	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	420	1	1	1	0.1	50	0.5	FALSE	318601	0.0561063234228895	0.329029556232491	0.363827455083263	11.9996238369612	1.01819011707121e-05	17330	14780000	116
